method,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision,pixel_recall,pixel_f1,pixel_iou,pixel_accuracy,junction_nodes,traced_paths
skeleton_junction_fix,70,4,4,0,0.9835115947834523,0.9694473795796658,0.9863013698630136,1.0,1.0,2,2,0.9999999999965518,0.3835978835973762,0.554493307437566,0.3835978835973762,0.9715576171874407,10,8
baseline_original_unchanged,71,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999655173,0.9999999999655173,0.9999999994655173,0.9999999999655173,0.9999999999999389,2,1
skeleton_junction_fix,71,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999655173,0.9999999999655173,0.9999999994655173,0.9999999999655173,0.9999999999999389,2,1
baseline_original_unchanged,72,3,2,1,0.14949494949494951,0.0,0.41414141414141414,0.0,0.6666666666666667,1,1,0.13432835820695033,0.02050113895211731,0.03557312229974692,0.018108651911432377,0.9702148437499407,4,2
skeleton_junction_fix,72,3,4,1,0.457672558922559,0.48899176954732515,0.8131313131313131,0.0,0.75,1,3,0.5869565217348772,0.1845102505690558,0.2807625646264279,0.16330645161257398,0.9746704101561905,6,4
baseline_original_unchanged,73,2,0,2,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.9771118164061904,1,0
skeleton_junction_fix,73,2,2,0,0.9776588114754098,0.9576388888888889,0.9836065573770492,1.0,1.0,1,1,0.9999999999917355,0.32266666666580623,0.48790322543560577,0.32266666666580623,0.9844970703124399,5,4
baseline_original_unchanged,74,4,4,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999945652,0.9999999999945652,0.9999999994945652,0.9999999999945652,0.9999999999999389,8,4
skeleton_junction_fix,74,4,4,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999945652,0.9999999999945652,0.9999999994945652,0.9999999999945652,0.9999999999999389,8,4
baseline_original_unchanged,75,5,1,4,0.06285714285714286,0.0,0.2142857142857143,0.0,0.19999999999999996,2,0,0.12121212120844813,0.006825938566541252,0.012924070981409902,0.006504065040639831,0.9627075195311913,3,1
skeleton_junction_fix,75,5,5,0,0.8388285024154589,0.9196188942565754,1.0,0.5,1.0,2,1,0.9999999999951457,0.3515358361768745,0.5202020198158096,0.3515358361768745,0.9768066406249404,11,9
baseline_original_unchanged,76,2,1,1,0.6951127819548872,0.7142857142857143,0.368421052631579,1.0,0.5,0,0,0.9999999999655173,0.14871794871718608,0.258928571200853,0.14871794871718608,0.9898681640624396,3,1
skeleton_junction_fix,76,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999859155,0.3641025641006969,0.5338345860708066,0.3641025641006969,0.9924316406249394,4,2
baseline_original_unchanged,77,2,0,2,0.25,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.98229980468744,2,0
skeleton_junction_fix,77,2,2,0,0.9639880952380953,0.9305555555555556,0.9761904761904762,1.0,1.0,0,0,0.9999999999861111,0.2482758620681094,0.39779005492774944,0.2482758620681094,0.9866943359374397,4,2
baseline_original_unchanged,78,5,3,2,0.6954490637892734,0.6521739130434783,0.45985401459854014,1.0,0.6,0,0,0.9999999999922481,0.2621951219506866,0.4154589368675738,0.2621951219506866,0.9778442382811903,8,3
skeleton_junction_fix,78,5,5,0,0.9830273835970439,0.9703933747412007,0.9817518248175182,1.0,1.0,0,0,0.999999999995935,0.49999999999898376,0.6666666662204156,0.49999999999898376,0.9849853515624398,10,5
baseline_original_unchanged,79,5,1,4,0.4610996295574186,0.21739130434782608,0.4663677130044843,1.0,0.19999999999999996,0,0,0.9999999999904762,0.2436194895585995,0.3917910444596165,0.2436194895585995,0.9801025390624402,6,1
skeleton_junction_fix,79,5,5,0,0.9276149855265258,0.8511025587684627,0.9730941704035875,1.0,1.0,0,0,0.999999999995122,0.47563805104297996,0.6446540876114226,0.47563805104297996,0.9862060546874398,10,5
