method,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_skeleton,pixel_recall_on_skeleton,pixel_f1_on_skeleton,pixel_iou_on_skeleton,pixel_accuracy_on_skeleton,raw_stroke_pixels,skeleton_stroke_pixels,junction_nodes,traced_paths,internal_skeletonization_applied
baseline_on_shared_skeleton,58,1,1,0,0.9107142857142857,0.8333333333333334,0.9285714285714286,1.0,1.0,0,0,0.999999999962963,0.999999999962963,0.9999999994629629,0.999999999962963,0.9999999999999389,89,27,2,1,
skeleton_junction_fix_on_shared_skeleton,58,1,1,0,0.9107142857142857,0.8333333333333334,0.9285714285714286,1.0,1.0,0,0,0.999999999962963,0.999999999962963,0.9999999994629629,0.999999999962963,0.9999999999999389,89,27,2,1,False
baseline_on_shared_skeleton,59,4,4,0,0.9569949626541601,0.9106710671067105,0.9859649122807017,1.0,1.0,1,1,0.9999999999964789,0.9999999999964789,0.999999999496479,0.9999999999964789,0.9999999999999389,526,284,9,6,
skeleton_junction_fix_on_shared_skeleton,59,4,4,0,0.9569949626541601,0.9106710671067105,0.9859649122807017,1.0,1.0,1,1,0.9999999999964789,0.9999999999964789,0.999999999496479,0.9999999999964789,0.9999999999999389,526,284,9,6,False
baseline_on_shared_skeleton,60,4,4,0,0.9342399632851784,0.8737670825906122,0.9552238805970149,1.0,1.0,0,0,0.9999999999924243,0.9999999999924243,0.9999999994924242,0.9999999999924243,0.9999999999999389,322,132,8,4,
skeleton_junction_fix_on_shared_skeleton,60,4,4,0,0.9342399632851784,0.8737670825906122,0.9552238805970149,1.0,1.0,0,0,0.9999999999924243,0.9999999999924243,0.9999999994924242,0.9999999999924243,0.9999999999999389,322,132,8,4,False
baseline_on_shared_skeleton,61,2,2,0,0.9677691399693834,0.9395568589116976,0.9748427672955975,1.0,1.0,0,0,0.9999999999936307,0.9999999999936307,0.9999999994936306,0.9999999999936307,0.9999999999999389,487,157,4,2,
skeleton_junction_fix_on_shared_skeleton,61,2,2,0,0.9677691399693834,0.9395568589116976,0.9748427672955975,1.0,1.0,0,0,0.9999999999936307,0.9999999999936307,0.9999999994936306,0.9999999999936307,0.9999999999999389,487,157,4,2,False
baseline_on_shared_skeleton,62,5,5,0,0.9653316885513289,0.9317168338907471,0.9802955665024631,1.0,1.0,0,0,0.9999999999949749,0.9999999999949749,0.9999999994949749,0.9999999999949749,0.9999999999999389,337,199,10,5,
skeleton_junction_fix_on_shared_skeleton,62,5,5,0,0.9653316885513289,0.9317168338907471,0.9802955665024631,1.0,1.0,0,0,0.9999999999949749,0.9999999999949749,0.9999999994949749,0.9999999999949749,0.9999999999999389,337,199,10,5,False
baseline_on_shared_skeleton,63,4,4,0,0.8896455102949795,0.8731648862657106,0.9836065573770492,0.8,1.0,1,1,0.9547738693419359,0.9405940594012843,0.9476309221885685,0.9004739336450215,0.998718261718689,580,202,9,7,
skeleton_junction_fix_on_shared_skeleton,63,4,4,0,0.8896455102949795,0.8731648862657106,0.9836065573770492,0.8,1.0,1,1,0.9547738693419359,0.9405940594012843,0.9476309221885685,0.9004739336450215,0.998718261718689,580,202,9,7,False
baseline_on_shared_skeleton,64,3,3,0,0.9224671736513842,0.8817588843904633,0.8783783783783784,1.0,1.0,1,1,0.9661016949070669,0.7599999999949334,0.8507462681574961,0.7402597402549335,0.997558593749939,435,150,14,12,
skeleton_junction_fix_on_shared_skeleton,64,3,3,0,0.9224671736513842,0.8817588843904633,0.8783783783783784,1.0,1.0,1,1,0.9661016949070669,0.7599999999949334,0.8507462681574961,0.7402597402549335,0.997558593749939,435,150,14,12,False
baseline_on_shared_skeleton,65,2,2,0,0.9811787519097427,0.9651741293532339,0.984251968503937,1.0,1.0,0,0,0.999999999992126,0.999999999992126,0.999999999492126,0.999999999992126,0.9999999999999389,267,127,4,2,
skeleton_junction_fix_on_shared_skeleton,65,2,2,0,0.9811787519097427,0.9651741293532339,0.984251968503937,1.0,1.0,0,0,0.999999999992126,0.999999999992126,0.999999999492126,0.999999999992126,0.9999999999999389,267,127,4,2,False
baseline_on_shared_skeleton,66,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999687501,0.9999999999687501,0.9999999994687501,0.9999999999687501,0.9999999999999389,32,32,2,1,
skeleton_junction_fix_on_shared_skeleton,66,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999687501,0.9999999999687501,0.9999999994687501,0.9999999999687501,0.9999999999999389,32,32,2,1,False
baseline_on_shared_skeleton,67,3,3,0,0.9778846153846154,0.9551282051282051,0.9903846153846154,1.0,1.0,0,0,0.9999999999894736,0.9999999999894736,0.9999999994894737,0.9999999999894736,0.9999999999999389,202,95,6,3,
skeleton_junction_fix_on_shared_skeleton,67,3,3,0,0.9778846153846154,0.9551282051282051,0.9903846153846154,1.0,1.0,0,0,0.9999999999894736,0.9999999999894736,0.9999999994894737,0.9999999999894736,0.9999999999999389,202,95,6,3,False
baseline_on_shared_skeleton,68,2,2,0,0.9107236842105263,0.825,0.9473684210526316,1.0,1.0,0,0,0.9999999999736843,0.9999999999736843,0.9999999994736843,0.9999999999736843,0.9999999999999389,70,38,4,2,
skeleton_junction_fix_on_shared_skeleton,68,2,2,0,0.9107236842105263,0.825,0.9473684210526316,1.0,1.0,0,0,0.9999999999736843,0.9999999999736843,0.9999999994736843,0.9999999999736843,0.9999999999999389,70,38,4,2,False
baseline_on_shared_skeleton,69,3,3,0,0.9876518218623482,0.9811066126855601,0.9807692307692307,1.0,1.0,0,0,0.999999999988764,0.999999999988764,0.9999999994887641,0.999999999988764,0.9999999999999389,258,89,6,3,
skeleton_junction_fix_on_shared_skeleton,69,3,3,0,0.9876518218623482,0.9811066126855601,0.9807692307692307,1.0,1.0,0,0,0.999999999988764,0.999999999988764,0.9999999994887641,0.999999999988764,0.9999999999999389,258,89,6,3,False
baseline_on_shared_skeleton,70,2,2,0,1.0,1.0,1.0,1.0,1.0,1,1,0.9872611464905271,0.9872611464905271,0.9872611459905271,0.9748427672894665,0.9997558593749389,255,157,5,4,
skeleton_junction_fix_on_shared_skeleton,70,2,2,0,1.0,1.0,1.0,1.0,1.0,1,1,0.9872611464905271,0.9872611464905271,0.9872611459905271,0.9748427672894665,0.9997558593749389,255,157,5,4,False
baseline_on_shared_skeleton,71,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999722223,0.9999999999722223,0.9999999994722224,0.9999999999722223,0.9999999999999389,36,36,2,1,
skeleton_junction_fix_on_shared_skeleton,71,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999722223,0.9999999999722223,0.9999999994722224,0.9999999999722223,0.9999999999999389,36,36,2,1,False
baseline_on_shared_skeleton,72,1,1,0,0.9390243902439025,0.886178861788618,0.9512195121951219,1.0,1.0,0,0,0.9999999999750001,0.9999999999750001,0.9999999994750002,0.9999999999750001,0.9999999999999389,128,40,2,1,
skeleton_junction_fix_on_shared_skeleton,72,1,1,0,0.9390243902439025,0.886178861788618,0.9512195121951219,1.0,1.0,0,0,0.9999999999750001,0.9999999999750001,0.9999999994750002,0.9999999999750001,0.9999999999999389,128,40,2,1,False
baseline_on_shared_skeleton,73,1,1,0,0.9766355140186916,0.9563862928348911,0.9813084112149533,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,229,75,2,1,
skeleton_junction_fix_on_shared_skeleton,73,1,1,0,0.9766355140186916,0.9563862928348911,0.9813084112149533,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,229,75,2,1,False
baseline_on_shared_skeleton,74,3,3,0,0.9187604436761742,0.8494301994301996,0.9325842696629214,1.0,1.0,0,0,0.9999999999879517,0.9999999999879517,0.9999999994879518,0.9999999999879517,0.9999999999999389,270,83,6,3,
skeleton_junction_fix_on_shared_skeleton,74,3,3,0,0.9187604436761742,0.8494301994301996,0.9325842696629214,1.0,1.0,0,0,0.9999999999879517,0.9999999999879517,0.9999999994879518,0.9999999999879517,0.9999999999999389,270,83,6,3,False
baseline_on_shared_skeleton,75,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999444444,0.9999999999444444,0.9999999994444444,0.9999999999444444,0.9999999999999389,18,18,2,1,
skeleton_junction_fix_on_shared_skeleton,75,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999444444,0.9999999999444444,0.9999999994444444,0.9999999999444444,0.9999999999999389,18,18,2,1,False
baseline_on_shared_skeleton,76,5,5,0,0.6104705802670555,0.703751548549703,0.9689119170984456,0.0,1.0,0,1,0.7654320987607073,0.733727810646546,0.749244712486633,0.599033816422227,0.9949340820311893,590,169,14,10,
skeleton_junction_fix_on_shared_skeleton,76,5,5,0,0.6104705802670555,0.703751548549703,0.9689119170984456,0.0,1.0,0,1,0.7654320987607073,0.733727810646546,0.749244712486633,0.599033816422227,0.9949340820311893,590,169,14,10,False
baseline_on_shared_skeleton,77,5,6,1,0.7163411081528265,0.827336659539083,0.9910313901345291,0.25,0.8333333333333334,1,4,0.8899082568766519,0.8858447488544026,0.88787185304285,0.7983539094617352,0.9970092773436892,488,219,11,8,
skeleton_junction_fix_on_shared_skeleton,77,5,6,1,0.7163411081528265,0.827336659539083,0.9910313901345291,0.25,0.8333333333333334,1,4,0.8899082568766519,0.8858447488544026,0.88787185304285,0.7983539094617352,0.9970092773436892,488,219,11,8,False
baseline_on_shared_skeleton,78,1,1,0,0.9596774193548387,0.924731182795699,0.967741935483871,1.0,1.0,0,0,0.9999999999677419,0.9999999999677419,0.999999999467742,0.9999999999677419,0.9999999999999389,102,31,2,1,
skeleton_junction_fix_on_shared_skeleton,78,1,1,0,0.9596774193548387,0.924731182795699,0.967741935483871,1.0,1.0,0,0,0.9999999999677419,0.9999999999677419,0.999999999467742,0.9999999999677419,0.9999999999999389,102,31,2,1,False
baseline_on_shared_skeleton,79,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999880952,0.9999999999880952,0.9999999994880953,0.9999999999880952,0.9999999999999389,84,84,4,2,
skeleton_junction_fix_on_shared_skeleton,79,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999880952,0.9999999999880952,0.9999999994880953,0.9999999999880952,0.9999999999999389,84,84,4,2,False
