method,method_display,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_skeleton,pixel_recall_on_skeleton,pixel_f1_on_skeleton,pixel_iou_on_skeleton,pixel_accuracy_on_skeleton,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,skeleton_stroke_pixels,graph_node_clusters,traced_paths,classified_line_pixels,classified_endpoint_pixels,classified_corner_pixels,classified_t_junction_pixels,classified_x_junction_pixels,internal_skeletonization_applied
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,16,3,4,1,0.23782051282051284,0.0,0.8141025641025641,0.0,0.75,0,3,0.019801980197823744,0.012345679012269472,0.015209125002067416,0.007662835249012787,0.9841918945311899,2,99,160,16123,0.019801980197823744,0.012345679012269472,0.015209125002067416,0.9841918945311899,0.007662835249012787,346,162,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,17,13,20,7,0.6328852365911892,0.7146410397415693,0.8721088435374149,0.2875,0.65,14,16,0.7126436781597494,0.6317321688491533,0.6697530859205306,0.5034802784216897,0.9738769531249405,434,175,253,15522,0.7126436781597494,0.6317321688491533,0.6697530859205306,0.9738769531249405,0.5034802784216897,1494,687,31,32,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,17,13,24,11,0.6495464332258882,0.7460820209252543,0.9142857142857143,0.3071428571428571,0.5416666666666667,14,28,0.7288676236033033,0.665211062590007,0.6955859964558437,0.5332555425898096,0.9755859374999404,457,170,230,15527,0.7288676236033033,0.665211062590007,0.6955859964558437,0.9755859374999404,0.5332555425898096,1494,687,34,35,510.0,19.0,9.0,95.0,54.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,17,13,12,1,0.43347735075990224,0.21854784266779834,0.7319727891156462,0.3857142857142857,0.9230769230769231,14,12,0.0855397148674429,0.061135371178950314,0.07130730002305857,0.03697183098588295,0.933227539062443,42,449,645,15248,0.0855397148674429,0.061135371178950314,0.07130730002305857,0.933227539062443,0.03697183098588295,1494,687,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,17,13,14,1,0.4059507020011417,0.18782695682793388,0.8761904761904762,0.21333333333333335,0.9285714285714286,14,15,0.09688581314862131,0.08151382823860041,0.08853754891068694,0.04631927212568543,0.9296264648436933,56,522,631,15175,0.09688581314862131,0.08151382823860041,0.08853754891068694,0.9296264648436933,0.04631927212568543,1494,687,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,18,14,17,3,0.4978382947118241,0.5928164551497884,0.7435897435897436,0.0,0.8235294117647058,3,11,0.7046332046318443,0.6899810964070133,0.6972301809695924,0.5351906158349924,0.9806518554686902,365,153,164,15702,0.7046332046318443,0.6899810964070133,0.6972301809695924,0.9806518554686902,0.5351906158349924,1598,529,27,21,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,18,14,16,2,0.5126719632219632,0.5928164551497884,0.7364672364672364,0.044444444444444446,0.875,3,9,0.7120622568079532,0.6918714555752516,0.701821667763379,0.5406203840464688,0.98101806640619,366,148,163,15707,0.7120622568079532,0.6918714555752516,0.701821667763379,0.98101806640619,0.5406203840464688,1598,529,26,20,452.0,19.0,3.0,45.0,10.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,18,14,18,4,0.3705138494359142,0.2012742655455206,0.8062678062678063,0.16363636363636364,0.7777777777777778,3,11,0.0307692307691716,0.03024574669181428,0.030505242588634518,0.015488867376558094,0.9379272460936927,16,504,513,15351,0.0307692307691716,0.03024574669181428,0.030505242588634518,0.9379272460936927,0.015488867376558094,1598,529,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,18,14,16,2,0.3351466776950648,0.14063934074686762,0.7051282051282051,0.17333333333333334,0.875,3,15,0.03240740740733239,0.026465028355337497,0.029136315842182264,0.01478352692712272,0.9430541992186924,14,418,515,15437,0.03240740740733239,0.026465028355337497,0.029136315842182264,0.9430541992186924,0.01478352692712272,1598,529,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,19,9,9,0,0.6098383026384651,0.6953882719812255,0.9012345679012346,0.06666666666666665,1.0,1,3,0.7034482758596433,0.6644951140043502,0.6834170849252517,0.519083969464328,0.9884643554686896,204,86,103,15991,0.7034482758596433,0.6644951140043502,0.6834170849252517,0.9884643554686896,0.519083969464328,774,307,19,13,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,19,9,8,1,0.7532344229289508,0.7993686764676271,0.8981481481481481,0.5,0.8888888888888888,1,2,0.9757785467094264,0.9185667752413076,0.9463087243294953,0.8980891719716622,0.998046874999939,282,7,25,16070,0.9757785467094264,0.9185667752413076,0.9463087243294953,0.998046874999939,0.8980891719716622,774,307,19,13,236.0,14.0,1.0,48.0,8.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,19,9,6,3,0.43568418832911593,0.16297446514837818,0.4783950617283951,0.8,0.6666666666666667,1,1,0.020408163265167294,0.00977198697065221,0.013215858592879753,0.00665188470065044,0.9726562499999406,3,144,304,15933,0.020408163265167294,0.00977198697065221,0.013215858592879753,0.9726562499999406,0.00665188470065044,774,307,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,19,9,6,3,0.2711194501955372,0.2526934284180661,0.4537037037037037,0.0,0.6666666666666667,1,0,0.03787878787850092,0.016286644951087014,0.0227790428595327,0.011520737327162394,0.9738159179686905,5,127,302,15950,0.03787878787850092,0.016286644951087014,0.0227790428595327,0.9738159179686905,0.011520737327162394,774,307,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,20,11,14,3,0.6660990852132713,0.6488675443186721,0.8526863084922011,0.5,0.7857142857142857,6,5,0.7145833333318447,0.6971544715432985,0.7057613163710521,0.5453100158973843,0.98254394531244,343,137,149,15755,0.7145833333318447,0.6971544715432985,0.7057613163710521,0.98254394531244,0.5453100158973843,1210,492,23,21,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,20,11,12,1,0.6446023732102459,0.6630486013568722,0.8561525129982669,0.3333333333333333,0.9166666666666666,6,3,0.726708074532657,0.7134146341448915,0.7199999994985657,0.5624999999990986,0.9833374023436899,351,132,141,15760,0.726708074532657,0.7134146341448915,0.7199999994985657,0.9833374023436899,0.5624999999990986,1210,492,23,21,425.0,12.0,3.0,40.0,12.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,20,11,19,8,0.35043040249484814,0.1761961451247165,0.8474870017331022,0.175,0.5789473684210527,6,8,0.05470459518587592,0.05081300812997802,0.052687038488977926,0.027056277056247774,0.9451293945311923,25,432,467,15460,0.05470459518587592,0.05081300812997802,0.052687038488977926,0.9451293945311923,0.027056277056247774,1210,492,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,20,11,15,4,0.4163897104159,0.18506398193712406,0.8405545927209706,0.3666666666666667,0.7333333333333334,6,6,0.04139433551189239,0.0386178861787833,0.039957938512084804,0.02038626609439873,0.9442749023436924,19,440,473,15452,0.04139433551189239,0.0386178861787833,0.039957938512084804,0.9442749023436924,0.02038626609439873,1210,492,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,21,16,22,6,0.5096288624271069,0.44664463868671456,0.9968652037617555,0.14615384615384613,0.7272727272727273,18,26,0.5436781609189153,0.5069667738472594,0.5246810865771221,0.3556390977440935,0.9476928710936922,473,397,460,15054,0.5436781609189153,0.5069667738472594,0.5246810865771221,0.9476928710936922,0.3556390977440935,2366,933,34,39,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,21,16,26,10,0.5456356929417705,0.559878056973355,0.9216300940438872,0.19130434782608693,0.6153846153846154,18,23,0.6140979689359449,0.5509110396564298,0.5807909599527918,0.4092356687894831,0.9547119140624417,514,323,419,15128,0.6140979689359449,0.5509110396564298,0.5807909599527918,0.9547119140624417,0.4092356687894831,2366,933,37,44,679.0,19.0,7.0,141.0,87.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,21,16,12,4,0.2635629460686485,0.16081444186159666,0.58098223615465,0.0,0.75,18,4,0.09090909090891125,0.04930332261516688,0.06393328654880112,0.03302225412775806,0.9177856445311939,46,460,887,14991,0.09090909090891125,0.04930332261516688,0.06393328654880112,0.9177856445311939,0.03302225412775806,2366,933,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,21,16,16,0,0.33879792088926874,0.16009817010959454,0.6948798328108673,0.1111111111111111,1.0,18,12,0.08957654723112447,0.0589496248659604,0.07110536474418072,0.03686327077745519,0.9122924804686943,55,559,878,14892,0.08957654723112447,0.0589496248659604,0.07110536474418072,0.9122924804686943,0.03686327077745519,2366,933,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,22,8,7,1,0.5095692767507942,0.5728891893766036,0.8213457076566125,0.0,0.875,2,0,0.7020057306570143,0.699999999998,0.7010014301131599,0.5396475770913224,0.9872436523436897,245,104,105,15930,0.7020057306570143,0.699999999998,0.7010014301131599,0.9872436523436897,0.5396475770913224,994,350,14,10,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,22,8,8,0,0.7397119258955193,0.6655882447072379,0.8259860788863109,0.7,1.0,2,2,0.7134670487085574,0.7114285714265388,0.712446351429293,0.5533333333321038,0.9877319335936897,249,100,101,15934,0.7134670487085574,0.7114285714265388,0.712446351429293,0.9877319335936897,0.5533333333321038,994,350,15,11,325.0,11.0,1.0,9.0,4.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,22,8,1,7,0.06493762178319804,0.011346300533943553,0.23665893271461713,0.0,0.125,2,0,0.009803921568531333,0.002857142857134694,0.004424778411563189,0.0022172949002168133,0.9725341796874406,1,101,349,15933,0.009803921568531333,0.002857142857134694,0.004424778411563189,0.9725341796874406,0.0022172949002168133,994,350,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,22,8,9,1,0.2992049185952216,0.13223103275807885,0.7540603248259861,0.0,0.8888888888888888,2,2,0.08227848101239786,0.07428571428550204,0.07807807757914673,0.040624999999936524,0.9625244140624413,26,290,324,15744,0.08227848101239786,0.07428571428550204,0.07807807757914673,0.9625244140624413,0.040624999999936524,994,350,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,23,11,11,0,0.970825862705217,0.9382838485868789,0.9929906542056075,1.0,1.0,4,4,0.9999999999976799,0.9999999999976799,0.9999999994976798,0.9999999999976799,0.9999999999999389,431,0,0,15953,0.9999999999976799,0.9999999999976799,0.9999999994976798,0.9999999999999389,0.9999999999976799,797,431,26,20,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,23,11,11,0,0.9761440445233988,0.9501020304050606,0.9929906542056075,1.0,1.0,4,4,0.9999999999976799,0.9999999999976799,0.9999999994976798,0.9999999999976799,0.9999999999999389,431,0,0,15953,0.9999999999976799,0.9999999999976799,0.9999999994976798,0.9999999999999389,0.9999999999976799,797,431,26,20,386.0,21.0,0.0,3.0,21.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,23,11,15,4,0.3851127350701772,0.24559431552796918,0.9884526558891455,0.014285714285714282,0.7333333333333334,4,14,0.06172839506157598,0.058004640371095116,0.05980861194053193,0.030826140567162978,0.9520263671874418,25,380,406,15573,0.06172839506157598,0.058004640371095116,0.05980861194053193,0.9520263671874418,0.030826140567162978,797,431,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,23,11,13,2,0.3367364808049643,0.17363856967151406,0.8699186991869918,0.0,0.8461538461538461,4,7,0.042643923240847245,0.04640371229687609,0.04444444394523705,0.0227272727272469,0.9475097656249422,20,449,411,15504,0.042643923240847245,0.04640371229687609,0.04444444394523705,0.9475097656249422,0.0227272727272469,797,431,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,24,7,7,0,0.9861758459040436,0.9752055834904673,0.9866666666666667,1.0,1.0,0,0,0.9781420765000598,0.9203084832881226,0.948344370358879,0.9017632241790888,0.997619628906189,358,8,31,15987,0.9781420765000598,0.9203084832881226,0.948344370358879,0.997619628906189,0.9017632241790888,473,389,19,12,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,24,7,7,0,0.9861758459040436,0.9752055834904673,0.9866666666666667,1.0,1.0,0,0,0.9781420765000598,0.9203084832881226,0.948344370358879,0.9017632241790888,0.997619628906189,358,8,31,15987,0.9781420765000598,0.9203084832881226,0.948344370358879,0.997619628906189,0.9017632241790888,473,389,19,12,295.0,14.0,0.0,68.0,12.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,24,7,14,7,0.3322230208182243,0.19649904712404714,0.9689922480620154,0.0,0.5,0,7,0.025352112675984924,0.023136246786572914,0.024193547888075945,0.012244897959167014,0.9556884765624416,9,346,380,15649,0.025352112675984924,0.023136246786572914,0.024193547888075945,0.9556884765624416,0.012244897959167014,473,389,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,24,7,11,4,0.2865682604232931,0.09952139639639639,0.8907363420427553,0.0,0.6363636363636364,0,5,0.035422343324154164,0.03341902313616088,0.03439153389186683,0.01749663526242598,0.9554443359374417,13,354,376,15641,0.035422343324154164,0.03341902313616088,0.03439153389186683,0.9554443359374417,0.01749663526242598,473,389,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,25,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999907407,0.9999999999907407,0.9999999994907407,0.9999999999907407,0.9999999999999389,108,0,0,16276,0.9999999999907407,0.9999999999907407,0.9999999994907407,0.9999999999999389,0.9999999999907407,108,108,2,1,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,25,1,1,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999907407,0.9999999999907407,0.9999999994907407,0.9999999999907407,0.9999999999999389,108,0,0,16276,0.9999999999907407,0.9999999999907407,0.9999999994907407,0.9999999999999389,0.9999999999907407,108,108,2,1,106.0,2.0,0.0,0.0,0.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,25,1,11,10,0.2112150701647346,0.12999999999999998,0.7181208053691275,0.0,0.09090909090909094,0,10,0.0,0.0,0.0,0.0,0.9849853515624398,0,138,108,16138,0.0,0.0,0.0,0.9849853515624398,0.0,108,108,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,25,1,2,1,0.4102803738317757,0.0,0.5514018691588785,1.0,0.5,0,0,0.0,0.0,0.0,0.0,0.9901123046874395,0,54,108,16222,0.0,0.0,0.0,0.9901123046874395,0.0,108,108,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,26,5,5,0,0.9892810789263492,0.978482996347558,0.9948186528497409,1.0,1.0,2,2,0.9567567567541709,0.9465240641685922,0.9516129027232628,0.9076923076899803,0.997802734374939,354,16,20,15994,0.9567567567541709,0.9465240641685922,0.9516129027232628,0.997802734374939,0.9076923076899803,718,374,16,14,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,26,5,5,0,0.9892810789263492,0.978482996347558,0.9948186528497409,1.0,1.0,2,2,0.9486486486460848,0.9385026737942821,0.9435483865942522,0.8931297709900938,0.997436523437439,351,19,23,15991,0.9486486486460848,0.9385026737942821,0.9435483865942522,0.997436523437439,0.8931297709900938,718,374,16,14,333.0,9.0,0.0,24.0,8.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,26,5,4,1,0.2620252765719087,0.19954954954954957,0.46113989637305697,0.0,0.8,2,2,0.03910614525117818,0.018716577540056907,0.025316455258282137,0.01282051282048934,0.9671020507811909,7,172,367,15838,0.03910614525117818,0.018716577540056907,0.025316455258282137,0.9671020507811909,0.01282051282048934,718,374,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,26,5,13,8,0.2702047817047817,0.07054054054054054,1.0,0.0,0.3846153846153846,2,11,0.01466275659819747,0.013368983957183505,0.013986013487039971,0.007042253521116842,0.9569702148436916,5,336,369,15674,0.01466275659819747,0.013368983957183505,0.013986013487039971,0.9569702148436916,0.007042253521116842,718,374,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,27,7,10,3,0.6590204969838775,0.8371358417603477,0.9782135076252724,0.06666666666666667,0.7,3,6,0.8953229398643757,0.8953229398643757,0.8953229393643757,0.810483870966108,0.9942626953124393,402,47,47,15888,0.8953229398643757,0.8953229398643757,0.8953229393643757,0.9942626953124393,0.810483870966108,1152,449,16,12,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,27,7,11,4,0.7166661835413288,0.8725903872148931,0.9803921568627451,0.2571428571428572,0.6363636363636364,3,7,0.9064587973253754,0.9064587973253754,0.9064587968253753,0.8289205702630775,0.9948730468749393,407,42,42,15893,0.9064587973253754,0.9064587973253754,0.9064587968253753,0.9948730468749393,0.8289205702630775,1152,449,17,13,421.0,12.0,1.0,12.0,3.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,27,7,11,4,0.38178599722717377,0.2550505050505051,0.8779956427015251,0.1111111111111111,0.6363636363636364,3,9,0.024930747922368615,0.020044543429799454,0.022222221728068904,0.011235955056165748,0.9516601562499419,9,352,440,15583,0.024930747922368615,0.020044543429799454,0.022222221728068904,0.9516601562499419,0.011235955056165748,1152,449,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,27,7,10,3,0.3335525422290128,0.14213564213564214,0.8104575163398693,0.15,0.7,3,4,0.019886363636307143,0.015590200445399577,0.017478151816901797,0.008816120906789904,0.9519653320311918,7,345,442,15590,0.019886363636307143,0.015590200445399577,0.017478151816901797,0.9519653320311918,0.008816120906789904,1152,449,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,28,20,29,9,0.5624133796755664,0.5687320574578133,0.8230088495575221,0.2916666666666667,0.6896551724137931,14,24,0.6079545454536819,0.572958500668577,0.5899379733107907,0.41837732160271907,0.9636840820311912,428,276,319,15361,0.6079545454536819,0.572958500668577,0.5899379733107907,0.9636840820311912,0.41837732160271907,1888,747,46,43,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,28,20,33,13,0.540739825847812,0.5880738047653471,0.8196902654867256,0.20625000000000002,0.6060606060606061,14,32,0.656652360514082,0.6144578313244786,0.6348547712839051,0.46504559270469603,0.9677734374999409,459,240,288,15397,0.656652360514082,0.6144578313244786,0.6348547712839051,0.9677734374999409,0.46504559270469603,1888,747,45,43,571.0,25.0,7.0,100.0,44.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,28,20,12,8,0.30354595302487597,0.21609734188137902,0.5707964601769911,0.1285714285714286,0.6,14,11,0.05672268907551109,0.036144578313204626,0.04415371988424909,0.022575250836101526,0.9286499023436933,27,449,720,15188,0.05672268907551109,0.036144578313204626,0.04415371988424909,0.9286499023436933,0.022575250836101526,1888,747,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,28,20,16,4,0.3804124855079096,0.16512509070587578,0.7555309734513275,0.3,0.8,14,13,0.033222591362071056,0.026773761713484907,0.029651593278898082,0.015048908954089505,0.9201049804686938,20,582,727,15055,0.033222591362071056,0.026773761713484907,0.029651593278898082,0.9201049804686938,0.015048908954089505,1888,747,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,29,2,2,0,0.9231680184960582,0.8475898692810457,0.9587628865979382,1.0,1.0,0,0,0.9999999999859155,0.9999999999859155,0.9999999994859154,0.9999999999859155,0.9999999999999389,71,0,0,16313,0.9999999999859155,0.9999999999859155,0.9999999994859154,0.9999999999999389,0.9999999999859155,226,71,4,2,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,29,2,2,0,0.9231680184960582,0.8475898692810457,0.9587628865979382,1.0,1.0,0,0,0.9999999999859155,0.9999999999859155,0.9999999994859154,0.9999999999859155,0.9999999999999389,71,0,0,16313,0.9999999999859155,0.9999999999859155,0.9999999994859154,0.9999999999999389,0.9999999999859155,226,71,4,2,67.0,4.0,0.0,0.0,0.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,29,2,6,4,0.3728468642611684,0.40625,0.7835051546391752,0.0,0.33333333333333337,0,1,0.0,0.0,0.0,0.0,0.9910278320311895,0,76,71,16237,0.0,0.0,0.0,0.9910278320311895,0.0,226,71,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,29,2,3,1,0.2646258503401361,0.0,0.9897959183673469,0.0,0.6666666666666667,0,1,0.0459770114937244,0.05633802816822059,0.05063291089689153,0.025974025973857312,0.9908447265624395,4,83,67,16230,0.0459770114937244,0.05633802816822059,0.05063291089689153,0.9908447265624395,0.025974025973857312,226,71,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,30,18,26,8,0.5598519032336126,0.5819240041961756,0.8729433272394881,0.2166666666666667,0.6923076923076923,28,36,0.462121212120712,0.41699218749959277,0.43839835679039524,0.28073635765925004,0.933227539062443,427,497,597,14863,0.462121212120712,0.41699218749959277,0.43839835679039524,0.933227539062443,0.28073635765925004,2349,1024,46,54,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,30,18,24,6,0.684112179514136,0.709329878912177,0.8948811700182815,0.4437500000000001,0.75,28,32,0.7364016736393971,0.6874999999993286,0.7111111106109825,0.5517241379306022,0.965087890624941,704,252,320,15108,0.7364016736393971,0.6874999999993286,0.7111111106109825,0.965087890624941,0.5517241379306022,2349,1024,49,58,858.0,28.0,5.0,32.0,101.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,30,18,16,2,0.3617650676995489,0.2522665556228881,0.7074954296160878,0.07142857142857142,0.8888888888888888,28,5,0.05858854860178617,0.04296874999995804,0.0495774643005042,0.025418833044468275,0.8970336914061953,44,707,980,14653,0.05858854860178617,0.04296874999995804,0.0495774643005042,0.8970336914061953,0.025418833044468275,2349,1024,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,30,18,18,0,0.34409571385109744,0.2118438166831212,0.6188299817184644,0.09999999999999999,1.0,28,15,0.10372771474861632,0.062499999999938965,0.07800121829970504,0.04058338617625835,0.9076538085936946,64,553,960,14807,0.10372771474861632,0.062499999999938965,0.07800121829970504,0.9076538085936946,0.04058338617625835,2349,1024,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,31,13,16,3,0.659965678809925,0.7268950568535967,0.9247311827956989,0.26666666666666666,0.8125,4,12,0.932938856013939,0.932938856013939,0.932938855513939,0.8743068391850752,0.9958496093749392,473,34,34,15843,0.932938856013939,0.932938856013939,0.932938855513939,0.9958496093749392,0.8743068391850752,1298,507,28,21,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,31,13,14,1,0.8873129413183702,0.8536691976955988,0.9265232974910395,0.9,0.9285714285714286,4,4,0.9428007889527755,0.9428007889527755,0.9428007884527755,0.8917910447744556,0.9964599609374392,478,29,29,15848,0.9428007889527755,0.9428007889527755,0.9428007884527755,0.9964599609374392,0.8917910447744556,1298,507,29,22,458.0,22.0,1.0,12.0,14.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,31,13,13,0,0.3202461469389929,0.16526224608505785,0.7293906810035842,0.0,1.0,4,8,0.054973821989384886,0.04142011834311357,0.047244093997967924,0.024193548387068903,0.948303222656192,21,361,486,15516,0.054973821989384886,0.04142011834311357,0.047244093997967924,0.948303222656192,0.024193548387068903,1298,507,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,31,13,16,3,0.3676220339754262,0.25077895244240467,0.7634408602150538,0.08333333333333333,0.8125,4,12,0.0458221024257525,0.03353057199204432,0.03872437308821821,0.019744483159094373,0.948486328124942,17,354,490,15523,0.0458221024257525,0.03353057199204432,0.03872437308821821,0.948486328124942,0.019744483159094373,1298,507,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,32,20,32,12,0.5334957602001682,0.5123605622874954,0.9088983050847458,0.23461538461538456,0.625,28,52,0.5564102564095431,0.5318627450973874,0.5438596486223798,0.37349397590329303,0.9555664062499416,434,346,382,15222,0.5564102564095431,0.5318627450973874,0.5438596486223798,0.9555664062499416,0.37349397590329303,2034,816,39,45,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,32,20,37,17,0.5962024175608175,0.622104770321177,0.8622881355932204,0.3589743589743589,0.5405405405405406,28,39,0.625661375660548,0.5796568627443877,0.6017811699834232,0.4303912647857776,0.9617919921874413,473,283,343,15285,0.625661375660548,0.5796568627443877,0.6017811699834232,0.9617919921874413,0.4303912647857776,2034,816,45,52,501.0,22.0,19.0,155.0,119.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,32,20,12,8,0.2784569865521058,0.1800389316439048,0.5889830508474576,0.07857142857142858,0.6,28,6,0.09356725146180592,0.05882352941169262,0.07223476250556521,0.03747072599528691,0.9247436523436935,48,465,768,15103,0.09356725146180592,0.05882352941169262,0.07223476250556521,0.9247436523436935,0.03747072599528691,2034,816,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,32,20,15,5,0.33164857322482444,0.2513228987993139,0.5391949152542372,0.14285714285714285,0.75,28,10,0.10769230769207101,0.060049019607769545,0.07710464155437678,0.04009819967263494,0.9284057617186933,49,406,767,15162,0.10769230769207101,0.060049019607769545,0.07710464155437678,0.9284057617186933,0.04009819967263494,2034,816,0,0,,,,,,False
baseline_on_shared_skeleton,Baseline on shared skeleton,33,8,8,0,0.9593589530746175,0.9175528357410379,0.9823008849557522,1.0,1.0,0,0,0.9999999999970589,0.9999999999970589,0.999999999497059,0.9999999999970589,0.9999999999999389,340,0,0,16044,0.9999999999970589,0.9999999999970589,0.999999999497059,0.9999999999999389,0.9999999999970589,866,340,16,9,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,Skeleton graph junction fix,33,8,8,0,0.9593589530746175,0.9175528357410379,0.9823008849557522,1.0,1.0,0,0,0.9999999999970589,0.9999999999970589,0.999999999497059,0.9999999999970589,0.9999999999999389,340,0,0,16044,0.9999999999970589,0.9999999999970589,0.999999999497059,0.9999999999999389,0.9999999999970589,866,340,16,9,321.0,15.0,0.0,3.0,1.0,False
mlp_direct_vector_regression_on_shared_skeleton,MLP direct vector regression,33,8,16,8,0.303304725168756,0.15124183006535946,0.9262295081967213,0.0,0.5,0,23,0.028938906752318524,0.026470588235216263,0.027649769086160732,0.014018691588763212,0.9613647460936913,9,302,331,15742,0.028938906752318524,0.026470588235216263,0.027649769086160732,0.9613647460936913,0.014018691588763212,866,340,0,0,,,,,,False
cnn_direct_vector_regression_on_shared_skeleton,CNN direct vector regression,33,8,7,1,0.26727448712791635,0.12417929292929293,0.6194690265486726,0.0,0.875,0,2,0.03940886699487976,0.02352941176463668,0.029465929550135845,0.014953271028009434,0.9678344726561909,8,195,332,15849,0.03940886699487976,0.02352941176463668,0.029465929550135845,0.9678344726561909,0.014953271028009434,866,340,0,0,,,,,,False
