method,sample,true_vectors,pred_vectors,vector_count_error,engineering_score,line_geometry_score,total_length_score,junction_angle_score,vector_count_score,true_junctions,pred_junctions,pixel_precision_on_skeleton,pixel_recall_on_skeleton,pixel_f1_on_skeleton,pixel_iou_on_skeleton,pixel_accuracy_on_skeleton,tp,fp,fn,tn,precision_from_matrix,recall_from_matrix,f1_from_matrix,accuracy_from_matrix,iou_from_matrix,raw_stroke_pixels,skeleton_stroke_pixels,graph_node_clusters,traced_paths,classified_line_pixels,classified_endpoint_pixels,classified_corner_pixels,classified_t_junction_pixels,classified_x_junction_pixels,internal_skeletonization_applied
skeleton_graph_junction_fix_on_shared_skeleton,34,18,35,17,0.6404689454201483,0.7457715651135007,0.935965848452508,0.265,0.5142857142857142,21,40,0.8277153558042101,0.8095238095228211,0.8185185180175696,0.6927899686513137,0.98205566406244,15427,156,138,663,0.9899890906756729,0.991133954384774,0.9905611912297426,0.98205566406244,0.9812988995610342,1955,819,51,54,635.0,26.0,8.0,96.0,54.0,False
baseline_on_shared_skeleton,35,9,7,2,0.8050489642184557,0.7244444444444444,0.8813559322033898,0.9,0.7777777777777778,2,2,0.8675078864325947,0.862068965514539,0.864779873711122,0.7617728531834854,0.9947509765624393,16023,44,42,275,0.9972614676043444,0.9973856209149705,0.9973235398958048,0.9947509765624393,0.9946613694207589,533,319,18,13,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,35,9,8,1,0.8055540147235063,0.7008754208754209,0.8813559322033898,0.9,0.8888888888888888,2,2,0.8679245282991574,0.8652037617527737,0.8665620089164328,0.7645429362859708,0.9948120117186893,16023,43,42,276,0.997323540395805,0.9973856209149705,0.9973545791893343,0.9948120117186893,0.9947231189470452,533,319,18,13,287.0,14.0,0.0,8.0,10.0,False
baseline_on_shared_skeleton,36,9,18,9,0.47114845921558474,0.43654255521344126,0.9330453563714902,0.1523809523809524,0.5,7,21,0.4087591240865967,0.3818181818173141,0.39482961172056935,0.2459736456804598,0.9685668945311908,15701,272,243,168,0.982971264007952,0.984759157049612,0.9838643977829853,0.9685668945311908,0.9682412432165165,1177,440,23,21,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,36,9,20,11,0.611615121846408,0.7350095031740601,0.9114470842332614,0.21428571428571427,0.44999999999999996,7,14,0.7871287128693388,0.7227272727256302,0.7535545018687922,0.6045627376414362,0.9873046874999397,15858,122,86,318,0.9923654568209641,0.994606121424925,0.9934845252485913,0.9873046874999397,0.9870534047055279,1177,440,25,25,325.0,15.0,4.0,67.0,29.0,False
baseline_on_shared_skeleton,37,13,15,2,0.7992563318106312,0.8529283007097848,0.9771929824561404,0.5333333333333333,0.8666666666666667,5,6,0.9038461538444157,0.865561694289382,0.8842897455004518,0.7925801011791019,0.9924926757811894,15791,73,50,470,0.9953983862833462,0.9968436336089264,0.9961204852277405,0.9924926757811894,0.9922709563905371,1224,543,41,34,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,37,13,18,5,0.7461603722146716,0.841110118891603,0.9771929824561404,0.39999999999999997,0.7222222222222222,5,9,0.8867562380021368,0.850828729280201,0.8684210521301603,0.7674418604638414,0.9914550781249395,15782,81,59,462,0.9948937779738388,0.9962754876585445,0.9955841529190642,0.9914550781249395,0.9912071347820003,1224,543,41,34,409.0,23.0,3.0,87.0,21.0,False
baseline_on_shared_skeleton,38,19,32,13,0.57459010501971,0.652792825969726,0.8135416666666666,0.23499999999999996,0.59375,23,40,0.7296587926499611,0.6219239373594833,0.6714975840434285,0.505454545454086,0.9667968749999409,15284,338,206,556,0.9783638458583421,0.9867010974821829,0.9825147847917945,0.9667968749999409,0.9656305281778516,2122,894,45,46,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,38,19,34,15,0.6662214338953464,0.7700635490737826,0.859375,0.36774193548387085,0.5588235294117647,23,31,0.7748756218895835,0.6968680089477663,0.733804475354486,0.5795348837203911,0.9724121093749406,15309,271,181,623,0.9826059050063554,0.9883150419624926,0.9854522041990074,0.9724121093749406,0.9713216166486281,2122,894,51,53,630.0,31.0,8.0,123.0,102.0,False
baseline_on_shared_skeleton,39,6,6,0,0.638802071772105,0.670104821802935,0.8529411764705882,0.26666666666666666,1.0,1,3,0.7543103448243349,0.6809338521374283,0.715746420766273,0.5573248407625563,0.9915161132811895,16070,82,57,175,0.9949232293213847,0.9964655546598253,0.9956937942271606,0.9915161132811895,0.9914245172434455,432,257,10,6,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,39,6,5,1,0.5151202367739549,0.609853249475891,0.7867647058823529,0.0,0.8333333333333334,1,1,0.7431192660516371,0.6303501945500765,0.6821052626583933,0.5175718849823719,0.9907836914061895,16071,95,56,162,0.9941234690089698,0.9965275624728097,0.995324063538585,0.9907836914061895,0.9906916533102582,432,257,9,5,205.0,10.0,2.0,26.0,14.0,False
baseline_on_shared_skeleton,40,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,16309,0,0,75,0.9999999999999386,0.9999999999999386,0.9999999994999387,0.9999999999999389,0.9999999999999386,75,75,4,2,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,40,2,2,0,1.0,1.0,1.0,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,16309,0,0,75,0.9999999999999386,0.9999999999999386,0.9999999994999387,0.9999999999999389,0.9999999999999386,75,75,4,2,71.0,4.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,41,13,17,4,0.5966293823981206,0.6332936507936507,0.8187403993855606,0.2857142857142857,0.7647058823529411,7,4,0.640776699027882,0.5229793977804708,0.57591622987061,0.40441176470538676,0.9703369140624407,15568,301,185,330,0.9810322011468283,0.9882562051672069,0.9846309526338385,0.9703369140624407,0.9697271707984945,1384,631,31,26,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,41,13,18,5,0.6144496287762417,0.6332936507936507,0.8417818740399385,0.35555555555555557,0.7222222222222222,7,9,0.6973180076614994,0.576862123612398,0.631396356832081,0.46134347274973214,0.9740600585936905,15595,267,158,364,0.9831673181187124,0.9899701644130647,0.9865570135755405,0.9740600585936905,0.9734706616728481,1384,631,32,27,442.0,25.0,13.0,104.0,47.0,False
baseline_on_shared_skeleton,42,1,1,0,0.9342105263157895,0.8771929824561404,0.9473684210526316,1.0,1.0,0,0,0.9999999999473684,0.9999999999473684,0.9999999994473685,0.9999999999473684,0.9999999999999389,16365,0,0,19,0.9999999999999388,0.9999999999999388,0.9999999994999389,0.9999999999999389,0.9999999999999388,66,19,2,1,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,42,1,1,0,0.9342105263157895,0.8771929824561404,0.9473684210526316,1.0,1.0,0,0,0.9999999999473684,0.9999999999473684,0.9999999994473685,0.9999999999473684,0.9999999999999389,16365,0,0,19,0.9999999999999388,0.9999999999999388,0.9999999994999389,0.9999999999999389,0.9999999999999388,66,19,2,1,17.0,2.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,43,15,17,2,0.8500044678322182,0.8536519120212556,0.9469525959367946,0.7529411764705882,0.8823529411764706,17,17,0.9585365853646848,0.9538834951444735,0.9562043790608835,0.9160839160828484,0.9956054687499392,15526,38,34,786,0.9975584682600233,0.9978149100256428,0.9976866721641178,0.9956054687499392,0.9953840235927045,2034,824,39,43,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,43,15,19,4,0.8092082234314011,0.8403642407883787,0.9446952595936795,0.6526315789473685,0.7894736842105263,17,19,0.9548780487793234,0.9502427184454487,0.9525547440243916,0.9094076655041703,0.9952392578124393,15523,41,37,783,0.9973657157542407,0.9976221079690876,0.9974938948861329,0.9952392578124393,0.9950003204922123,2034,824,40,44,713.0,23.0,0.0,21.0,67.0,False
baseline_on_shared_skeleton,44,18,25,7,0.5884855123050626,0.6324437241575394,0.8506056527590848,0.24705882352941178,0.72,12,17,0.7217675941068383,0.6753445635517988,0.6977848096260302,0.5358444714452785,0.9766845703124404,15561,212,170,441,0.9865593102135937,0.9891933125674789,0.987874555111924,0.9766845703124404,0.9760396412217917,1321,653,41,36,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,44,18,24,6,0.6424127257889225,0.6918451457811833,0.857335127860027,0.3384615384615385,0.75,12,13,0.7667210440444262,0.7197549770279943,0.7424960500522487,0.5904522613057909,0.9801025390624402,15588,183,143,470,0.9883964238158018,0.9909096688067516,0.9896514502014807,0.9801025390624402,0.9795148925473809,1321,653,43,38,547.0,28.0,8.0,40.0,30.0,False
baseline_on_shared_skeleton,45,2,2,0,0.9865830115830116,0.9761904761904763,0.9864864864864865,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,16309,0,0,75,0.9999999999999386,0.9999999999999386,0.9999999994999387,0.9999999999999389,0.9999999999999386,182,75,4,2,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,45,2,2,0,0.9865830115830116,0.9761904761904763,0.9864864864864865,1.0,1.0,0,0,0.9999999999866667,0.9999999999866667,0.9999999994866666,0.9999999999866667,0.9999999999999389,16309,0,0,75,0.9999999999999386,0.9999999999999386,0.9999999994999387,0.9999999999999389,0.9999999999999386,182,75,4,2,71.0,4.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,46,4,4,0,0.9101936026936027,0.8267676767676768,0.9407407407407408,1.0,1.0,0,0,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999923664,0.9999999999999389,16253,0,0,131,0.9999999999999385,0.9999999999999385,0.9999999994999385,0.9999999999999389,0.9999999999999385,425,131,8,4,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,46,4,4,0,0.9101936026936027,0.8267676767676768,0.9407407407407408,1.0,1.0,0,0,0.9999999999923664,0.9999999999923664,0.9999999994923665,0.9999999999923664,0.9999999999999389,16253,0,0,131,0.9999999999999385,0.9999999999999385,0.9999999994999385,0.9999999999999389,0.9999999999999385,425,131,8,4,123.0,8.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,47,16,29,13,0.6032071661786963,0.6788482474826786,0.9377652050919377,0.21999999999999992,0.5517241379310345,17,40,0.6505016722397149,0.6184419713821646,0.6340668291651372,0.46420047732641506,0.9725952148436906,15546,240,209,389,0.9847966552640957,0.9867343700411941,0.9857645599133681,0.9725952148436906,0.9719287277273541,1549,629,44,44,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,47,16,31,15,0.6294312986694619,0.7207109895437535,0.958981612446959,0.24680851063829784,0.5161290322580645,17,47,0.7471819645720658,0.7376788553247414,0.7423999994988327,0.5903307888033202,0.9803466796874402,15598,165,157,464,0.989532449406776,0.9900349095524601,0.9897836152115941,0.9803466796874402,0.9797738693466721,1549,629,46,47,493.0,29.0,4.0,48.0,55.0,False
baseline_on_shared_skeleton,48,1,1,0,0.9705882352941176,0.9450980392156862,0.9764705882352941,1.0,1.0,0,0,0.9999999999880952,0.9999999999880952,0.9999999994880953,0.9999999999880952,0.9999999999999389,16300,0,0,84,0.9999999999999386,0.9999999999999386,0.9999999994999387,0.9999999999999389,0.9999999999999386,260,84,2,1,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,48,1,1,0,0.9705882352941176,0.9450980392156862,0.9764705882352941,1.0,1.0,0,0,0.9999999999880952,0.9999999999880952,0.9999999994880953,0.9999999999880952,0.9999999999999389,16300,0,0,84,0.9999999999999386,0.9999999999999386,0.9999999994999387,0.9999999999999389,0.9999999999999386,260,84,2,1,82.0,2.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,49,15,15,0,0.5794749552153399,0.6249124977892196,0.8038216560509555,0.15,1.0,16,9,0.8361486486472363,0.8361486486472363,0.8361486481472362,0.7184325108842984,0.9881591796874397,15695,97,97,495,0.9938576494426928,0.9938576494426928,0.9938576489426928,0.9881591796874397,0.9877902951726988,1102,592,26,24,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,49,15,15,0,0.587286147553458,0.6503474899630982,0.8012738853503185,0.1375,1.0,16,10,0.8124999999986275,0.8124999999986275,0.8124999994986275,0.6842105263148162,0.9864501953124397,15681,111,111,481,0.9929711246199979,0.9929711246199979,0.9929711241199979,0.9864501953124397,0.9860403697414961,1102,592,27,25,529.0,18.0,0.0,21.0,24.0,False
baseline_on_shared_skeleton,50,14,20,6,0.5967639643335315,0.6081968335923712,0.8683181225554106,0.3176470588235294,0.7,11,17,0.7679999999987712,0.7582938388613614,0.7631160567325114,0.6169665809760707,0.98181152343744,15606,153,145,480,0.9902912621358595,0.9907942352865855,0.9905426843618856,0.98181152343744,0.9812625754526546,1226,633,34,34,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,50,14,20,6,0.5933054771576963,0.6114741445167409,0.8657105606258149,0.3,0.7,11,18,0.7983999999987226,0.7883096366496235,0.793322733997964,0.6574440052692261,0.9841308593749399,15625,134,126,499,0.99149692239349,0.992000507904197,0.9917486507217713,0.9841308593749399,0.9836323575699727,1226,633,33,33,534.0,20.0,3.0,33.0,43.0,False
baseline_on_shared_skeleton,51,18,21,3,0.6958093054602339,0.7175315076196919,0.9552599758162031,0.38461538461538464,0.8571428571428572,13,13,0.667525773195016,0.6491228070167304,0.6581956792959576,0.4905303030298385,0.9671630859374409,15328,280,258,518,0.9820604818041401,0.9834466829205066,0.9827530930435674,0.9671630859374409,0.9660910122273436,1728,798,41,40,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,51,18,22,4,0.765093513582816,0.8407698747632999,0.9770253929866989,0.43809523809523804,0.8181818181818181,13,21,0.8095838587631657,0.8045112781944805,0.8070395972362625,0.6765015806104568,0.98126220703119,15435,156,151,642,0.9899942274388436,0.9903118182984094,0.9901529969018674,0.98126220703119,0.9804980307457133,1728,798,45,44,675.0,29.0,5.0,33.0,56.0,False
baseline_on_shared_skeleton,52,1,1,0,0.9264705882352942,0.8627450980392158,0.9411764705882353,1.0,1.0,0,0,0.9999999999411765,0.9999999999411765,0.9999999994411766,0.9999999999411765,0.9999999999999389,16367,0,0,17,0.9999999999999388,0.9999999999999388,0.9999999994999389,0.9999999999999389,0.9999999999999388,60,17,2,1,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,52,1,1,0,0.9264705882352942,0.8627450980392158,0.9411764705882353,1.0,1.0,0,0,0.9999999999411765,0.9999999999411765,0.9999999994411766,0.9999999999411765,0.9999999999999389,16367,0,0,17,0.9999999999999388,0.9999999999999388,0.9999999994999389,0.9999999999999389,0.9999999999999388,60,17,2,1,15.0,2.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,53,18,20,2,0.5714813078362914,0.5649705017621061,0.7678018575851393,0.29473684210526313,0.9,15,19,0.5736766809719976,0.5546334716451526,0.5639943736203056,0.39275220372145664,0.9621582031249413,15363,322,298,401,0.9794708320050379,0.980971840878553,0.9802207613196275,0.9621582031249413,0.961208784333294,2001,723,37,36,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,53,18,29,11,0.5072904763306683,0.568271170687331,0.7636738906088751,0.14705882352941177,0.6206896551724138,15,34,0.6489208633084188,0.6237897648677403,0.636107192729199,0.4663908996892798,0.9685058593749408,15417,272,244,451,0.98266301230155,0.9844198965582667,0.9835406693563968,0.9685058593749408,0.9676143852381242,2001,723,42,42,560.0,21.0,8.0,91.0,43.0,False
baseline_on_shared_skeleton,54,16,24,8,0.6036530300844313,0.6006170272951865,0.8335435056746532,0.4,0.6666666666666667,18,19,0.6578512396683341,0.5852941176461981,0.619455252419027,0.4487034949262134,0.9701538085936907,15497,282,207,398,0.9821281450027897,0.9868186449311649,0.984467807523318,0.9701538085936907,0.9694107343925329,1506,680,39,40,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,54,16,26,10,0.6775733798509846,0.7201386568460558,0.8940731399747793,0.45263157894736833,0.6153846153846154,18,19,0.8325652841769086,0.7970588235282396,0.814425243676324,0.6869455006328429,0.9849243164061898,15595,138,109,542,0.9912286277251007,0.9930590932245928,0.9921430156910497,0.9849243164061898,0.9844085342759131,1506,680,41,42,518.0,21.0,8.0,90.0,43.0,False
baseline_on_shared_skeleton,55,8,7,1,0.6791396765857158,0.638255328499231,0.855457227138643,0.5333333333333333,0.875,3,2,0.9131944444412736,0.8167701863328672,0.8622950814659393,0.7579250720439253,0.9948730468749393,16037,59,25,263,0.9963344930416875,0.9984435313160878,0.9973878967572305,0.9948730468749393,0.9947894051236899,768,322,16,12,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,55,8,7,1,0.6750098830753914,0.638255328499231,0.8348082595870207,0.5333333333333333,0.875,3,3,0.9113475177272647,0.7981366459602542,0.8509933769828187,0.7406340057615544,0.9945068359374393,16037,65,25,257,0.9959632343807604,0.9984435313160878,0.9972018400670323,0.9945068359374393,0.9944192968313391,768,322,15,11,252.0,13.0,0.0,33.0,24.0,False
baseline_on_shared_skeleton,56,10,15,5,0.5973334790464534,0.7125929163995259,0.8568181818181818,0.15454545454545457,0.6666666666666667,6,22,0.6929824561383247,0.6045918367331515,0.6457765662580537,0.4768611670010526,0.9841308593749399,15887,155,105,237,0.9903378631092762,0.9934342171084921,0.9918836231498112,0.9841308593749399,0.9838979376973441,1082,392,19,16,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,56,10,14,4,0.561259231588485,0.6541691437897069,0.9090909090909091,0.05454545454545454,0.7142857142857143,6,11,0.6267029972734968,0.5867346938760543,0.6060606055595515,0.43478260869483026,0.98175048828119,15855,162,137,230,0.9898857463943941,0.9914332166082421,0.9906588766907284,0.98175048828119,0.9814906524699157,1082,392,20,17,268.0,15.0,0.0,70.0,39.0,False
baseline_on_shared_skeleton,57,10,12,2,0.6407022026289296,0.6878894614382163,0.9613152804642167,0.2222222222222222,0.8333333333333334,5,9,0.8493975903597402,0.8426294820700346,0.845999999498316,0.7331022530316584,0.9906005859374395,15807,79,75,423,0.9950270678584291,0.9952776728371114,0.9951523540705745,0.9906005859374395,0.9903514817366712,1332,502,21,17,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,57,10,12,2,0.6467959526289296,0.701431128104883,0.9613152804642167,0.2222222222222222,0.8333333333333334,5,9,0.8493975903597402,0.8426294820700346,0.845999999498316,0.7331022530316584,0.9906005859374395,15807,79,75,423,0.9950270678584291,0.9952776728371114,0.9951523540705745,0.9906005859374395,0.9903514817366712,1332,502,21,17,453.0,16.0,1.0,14.0,18.0,False
baseline_on_shared_skeleton,58,17,23,6,0.6323180596614001,0.7023437413086757,0.9390243902439024,0.21818181818181817,0.7391304347826086,4,11,0.6849315068481423,0.6600660065995708,0.6722689070620663,0.5063291139234097,0.9761962890624404,15594,206,184,400,0.9869620253163932,0.9883381924197624,0.9876496289888224,0.9761962890624404,0.9756006006005395,1669,606,38,27,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,58,17,22,5,0.6100119296524749,0.6907754632829078,0.9344512195121951,0.13999999999999999,0.7727272727272727,4,10,0.7128027681648568,0.679867986797558,0.6959459454450501,0.5336787564759926,0.9780273437499403,15612,194,166,412,0.987726179931609,0.9894790214221707,0.9886018232081444,0.9780273437499403,0.9774605559728914,1669,606,37,26,520.0,31.0,1.0,39.0,15.0,False
baseline_on_shared_skeleton,59,3,3,0,0.9702417057255767,0.9421009098428452,0.9814814814814815,1.0,1.0,0,0,0.9999999999888889,0.9999999999888889,0.9999999994888888,0.9999999999888889,0.9999999999999389,16294,0,0,90,0.9999999999999386,0.9999999999999386,0.9999999994999387,0.9999999999999389,0.9999999999999386,252,90,6,3,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,59,3,3,0,0.9702417057255767,0.9421009098428452,0.9814814814814815,1.0,1.0,0,0,0.9999999999888889,0.9999999999888889,0.9999999994888888,0.9999999999888889,0.9999999999999389,16294,0,0,90,0.9999999999999386,0.9999999999999386,0.9999999994999387,0.9999999999999389,0.9999999999999386,252,90,6,3,84.0,6.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,60,4,4,0,0.9793927648578811,0.95679012345679,0.9941860465116279,1.0,1.0,0,0,0.9999999999931508,0.9999999999931508,0.9999999994931508,0.9999999999931508,0.9999999999999389,16238,0,0,146,0.9999999999999384,0.9999999999999384,0.9999999994999385,0.9999999999999389,0.9999999999999384,469,146,8,4,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,60,4,4,0,0.9793927648578811,0.95679012345679,0.9941860465116279,1.0,1.0,0,0,0.9999999999931508,0.9999999999931508,0.9999999994931508,0.9999999999931508,0.9999999999999389,16238,0,0,146,0.9999999999999384,0.9999999999999384,0.9999999994999385,0.9999999999999389,0.9999999999999384,469,146,8,4,138.0,8.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,61,18,21,3,0.4982981112589099,0.4492955148061503,0.7436708860759493,0.24666666666666665,0.8571428571428572,28,30,0.6237188872611659,0.5188794153465056,0.5664893612055839,0.39517625231874287,0.9602050781249414,15306,395,257,426,0.9748423667281717,0.9834864743300787,0.9791453423863339,0.9602050781249414,0.9591427497179497,1871,821,35,39,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,61,18,23,5,0.5785849862918515,0.5902655008364959,0.7985232067510548,0.29999999999999993,0.782608695652174,28,30,0.7289972899719119,0.6552984165643663,0.690186016177889,0.5269343780602087,0.9705200195311907,15363,283,200,538,0.9819123098554914,0.9871490072607474,0.9845236945878958,0.9705200195311907,0.9695191215448081,1871,821,40,46,605.0,24.0,5.0,89.0,98.0,False
baseline_on_shared_skeleton,62,20,28,8,0.6643334186492531,0.7263417692658458,0.9219219219219219,0.3266666666666666,0.7142857142857143,23,30,0.6845102505686965,0.6633554083877888,0.6737668156428656,0.5080304311069247,0.9644775390624412,15201,305,277,601,0.9803301947632542,0.9821036309600089,0.9812161110413777,0.9644775390624412,0.9631248812012315,2149,906,51,53,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,62,20,26,6,0.7173593351159053,0.7762887432840203,0.9229229229229229,0.42608695652173906,0.7692307692307692,23,18,0.8737201365177774,0.8476821192043624,0.8605042011798225,0.7551622418871631,0.9848022460936898,15367,138,111,768,0.9910996452756535,0.9928285308178709,0.991963334231886,0.9848022460936898,0.9840548155737074,2149,906,56,59,721.0,32.0,4.0,76.0,73.0,False
baseline_on_shared_skeleton,63,7,6,1,0.708092503251808,0.8332791558553884,0.8203463203463204,0.3333333333333333,0.8571428571428572,3,1,0.8072289156602193,0.7813411078694422,0.794074073571854,0.6584766584750407,0.9915161132811895,15977,75,64,268,0.995327685023611,0.9960102238014465,0.9956688369411245,0.9915161132811895,0.9913750310250067,937,343,22,19,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,63,7,6,1,0.7010725032518079,0.8176791558553883,0.8203463203463204,0.3333333333333333,0.8571428571428572,3,1,0.8042168674674572,0.7784256559744069,0.7911111106088998,0.6544117647042784,0.9913940429686895,15976,76,65,267,0.9952653874905933,0.9959478835483451,0.9956065180553861,0.9913940429686895,0.9912514735992436,937,343,22,19,278.0,10.0,0.0,50.0,5.0,False
baseline_on_shared_skeleton,64,15,17,2,0.8053332038708169,0.8250229277245656,0.9625212947189097,0.6133333333333333,0.8823529411764706,15,13,0.8850574712626723,0.8833652007631293,0.8842105258140975,0.79245283018732,0.9926147460936894,15801,61,60,462,0.9961543311057246,0.9962171363721709,0.9961857322490467,0.9926147460936894,0.9924004522044345,1387,523,41,43,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,64,15,30,15,0.6583255010116387,0.7941093778942077,0.9471890971039182,0.2461538461538461,0.5,15,26,0.8069498069482491,0.7992351816428314,0.8030739668375657,0.6709470304965154,0.9874877929686897,15761,105,100,418,0.993382074877033,0.9936952272869937,0.993538625906468,0.9874877929686897,0.9871602154577861,1387,523,44,46,409.0,24.0,2.0,40.0,48.0,False
baseline_on_shared_skeleton,65,7,7,0,0.9833304428059171,0.9686728668284402,0.9871382636655949,1.0,1.0,2,2,0.9999999999967949,0.9999999999967949,0.999999999496795,0.9999999999967949,0.9999999999999389,16072,0,0,312,0.9999999999999377,0.9999999999999377,0.9999999994999378,0.9999999999999389,0.9999999999999377,618,312,16,11,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,65,7,7,0,0.9833304428059171,0.9686728668284402,0.9871382636655949,1.0,1.0,2,2,0.9999999999967949,0.9999999999967949,0.999999999496795,0.9999999999967949,0.9999999999999389,16072,0,0,312,0.9999999999999377,0.9999999999999377,0.9999999994999378,0.9999999999999389,0.9999999999999377,618,312,16,11,288.0,14.0,0.0,0.0,10.0,False
baseline_on_shared_skeleton,66,11,12,1,0.6451468729672971,0.6024414435934294,0.8494077834179357,0.45000000000000007,0.9166666666666666,8,7,0.6834381551348355,0.6037037037025857,0.6411012777700777,0.4717800289428773,0.9777221679686903,15693,214,151,326,0.9865468032940852,0.9904695783892331,0.9885042985771341,0.9777221679686903,0.9772698966246745,1585,540,23,21,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,66,11,12,1,0.7107773750894416,0.6326637664142132,0.8595600676818951,0.6499999999999999,0.9166666666666666,8,8,0.745302713985918,0.6611111111098869,0.7006869474886404,0.5392749244704845,0.98138427734369,15722,183,122,357,0.9884941842187369,0.9922999242614875,0.9903933977172061,0.98138427734369,0.9809696137766905,1585,540,24,22,396.0,16.0,4.0,82.0,42.0,False
baseline_on_shared_skeleton,67,15,28,13,0.6020711268691966,0.6568230167719629,0.8822937625754528,0.30588235294117644,0.5357142857142857,24,34,0.5878136200709823,0.562929061784253,0.5751022788683517,0.4036095159963875,0.9556274414061916,15165,382,345,492,0.9754293432815992,0.9777562862668615,0.976591428163363,0.9556274414061916,0.9542537125597185,2103,874,40,48,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,67,15,35,20,0.6222291502372683,0.7750715969949581,0.8873239436619719,0.21249999999999994,0.4285714285714286,24,48,0.764565992864727,0.7356979405025907,0.7498542269045585,0.5998134328352613,0.9738159179686905,15312,231,198,643,0.9851380042462211,0.9872340425531279,0.9861849091705003,0.9738159179686905,0.9727463312368354,2103,874,45,54,688.0,21.0,8.0,78.0,79.0,False
baseline_on_shared_skeleton,68,2,2,0,0.9855837097684924,0.9734848484848484,0.9875776397515528,1.0,1.0,0,0,0.9999999999937889,0.9999999999937889,0.9999999994937889,0.9999999999937889,0.9999999999999389,16223,0,0,161,0.9999999999999384,0.9999999999999384,0.9999999994999385,0.9999999999999389,0.9999999999999384,343,161,4,2,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,68,2,2,0,0.9855837097684924,0.9734848484848484,0.9875776397515528,1.0,1.0,0,0,0.9999999999937889,0.9999999999937889,0.9999999994937889,0.9999999999937889,0.9999999999999389,16223,0,0,161,0.9999999999999384,0.9999999999999384,0.9999999994999385,0.9999999999999389,0.9999999999999384,343,161,4,2,157.0,4.0,0.0,0.0,0.0,False
baseline_on_shared_skeleton,69,17,17,0,0.5910315207249482,0.6176841810014858,0.8153681963713981,0.2,1.0,21,7,0.7169811320745054,0.6666666666658313,0.6909090904088547,0.5277777777772542,0.9709472656249407,15376,266,210,532,0.9829945019817808,0.9865263698190051,0.9847572686173972,0.9709472656249407,0.9699722432500019,1785,798,40,40,,,,,,
skeleton_graph_junction_fix_on_shared_skeleton,69,17,19,2,0.6145678444406626,0.6624008617899513,0.8612593383137673,0.21904761904761902,0.8947368421052632,21,8,0.8647959183662439,0.8496240601493112,0.8571428566418127,0.7499999999991703,0.9862060546874398,15480,120,106,678,0.9923076923076287,0.9931990247657517,0.9927531579684801,0.9862060546874398,0.9856105946771306,1785,798,40,40,675.0,21.0,5.0,63.0,34.0,False
